,tic,gsector
2068561,NVGI,45.0
3279988,FNF,40.0
2253323,MSOVF,15.0
3960151,CNBI,35.0
1197470,ONSE,20.0
79446,CCF,15.0
4229950,NXES,45.0
1443801,ESVIF,10.0
2793378,ON,45.0
456496,TGA,10.0
4095914,CTGO,15.0
3760889,LLC.,15.0
28980,BMI,45.0
2784401,OJSY,30.0
35506,VZ,50.0
851040,OJIPY,15.0
3847362,TETAA,40.0
1212929,PSB.PT,60.0
4447647,TSRYY,30.0
2304736,RASJQ,60.0
2271813,SIE.,15.0
3735069,GFKRF,15.0
722045,ZHYLF,55.0
2483796,MURCF,15.0
4354237,ALGGY,20.0
1794660,KMLGF,10.0
1780063,FMCB,40.0
2543690,SKK.,10.0
2453515,AZM.,15.0
2134772,VBTC,45.0
4042872,GCM.WT.B,15.0
624979,FRFGF,40.0
279569,SEIC,40.0
329801,USG,20.0
4411358,CIO.,15.0
986965,CVTGF,40.0
2416576,JAMGF,15.0
3149629,ITKH,50.0
2086646,TXCCQ,45.0
3430047,DALXD,10.0
2716508,NTCT,45.0
4139838,MGW.,35.0
2071215,AVCO,35.0
851793,OSBC,40.0
2235479,NXCN,45.0
2528856,OR.WT,15.0
2976464,AXVEF,15.0
247886,PNC.PP,40.0
3351953,CUBI.PD,40.0
2664148,ALRT,35.0
4252039,GNE.PA,55.0
2243166,JLL,60.0
585383,RBS,40.0
4132146,CAP.,15.0
2695735,BSHI,25.0
2745459,CHTR,50.0
4308396,TLSYY,50.0
2229960,WDFN,40.0
4287328,DRD,15.0
2782142,SLF.PR.I,40.0
908750,AU,15.0
2016987,MCLDF,45.0
942168,PSTRQ,10.0
1559294,SANM,45.0
4335882,VIV,50.0
696832,MMMB,30.0
2077927,MMND,50.0
114179,VKSC,15.0
2317699,ZAAP,25.0
1040301,CRC,10.0
3491763,INCAF,15.0
10346,SWKS,45.0
1971490,DCAR,25.0
391784,IT,45.0
1674939,IVZ,40.0
540250,FMCCS,40.0
2607270,EGIEY,55.0
3511289,MAKOF,15.0
1510724,ELIXF,40.0
3111179,MLER,20.0
4233104,LCDX,35.0
2535467,MRKR,35.0
3954098,NMKEF,15.0
4090702,LLEXQ,10.0
3804223,TSRMF,15.0
259066,PHI,50.0
3482314,PCQRF,10.0
1417669,RLV.,30.0
2794960,FRMB,45.0
1132153,HIFR,60.0
2226125,DML.,10.0
2431168,DMI.,15.0
268875,KWR,15.0
3573674,TRM.,15.0
437371,CELG,35.0
2875293,DYFSF,20.0
661640,GROG,15.0
3901077,ISDSF,50.0
4171632,YNDX,50.0
2339070,ATEYY,45.0
1031604,CGA,15.0
3450831,HIL,20.0
322153,TSS,45.0
1572562,CDW,45.0
2349941,EONGY,55.0
254295,JCPNQ,25.0
211834,MSB,15.0
2137031,USATP,45.0
3960653,APO.PA,40.0
2426360,CBMI,40.0
3209348,KFFB,40.0
704736,PTRC,10.0
3617360,HHT,15.0
4042620,GCM.WT.A,15.0
2490542,ZNX.,15.0
983526,KE,45.0
3207800,AAIR,20.0
1628557,PAT.WT.B,20.0
3349811,SIR,60.0
4281808,SUZ,15.0
4212696,RZZ.,15.0
2060965,GH,35.0
4372404,PPERY,40.0
2696739,NMXS,35.0
3599320,LNCLF,15.0
2254832,RDNAF,40.0
3714574,SGSI,20.0
1270937,QCOM,45.0
1010304,CYBR,45.0
2217173,NPI.PR.A,55.0
3422704,WRN.,15.0
24241,ATRO,20.0
1979369,DMGGF,45.0
894565,UNS.,25.0
1922297,LX,40.0
3273235,LDOS,45.0
1026829,EARS,35.0
2604255,QMXGF,15.0
2428132,CKI.,40.0
1277107,LMFA,40.0
2068031,NIU,25.0
1000810,LSDAF,30.0
2588597,EMBYF,10.0
3987871,PHIXF,15.0
4062229,PGLC,15.0
1258638,ODFL,20.0
3842455,BELDF,15.0
591244,TD.PR.T,40.0
1680237,CBRI,45.0
1140186,PATI,20.0
932971,WEED.,35.0
3640022,CMGO,50.0
1284789,CRT,10.0
3243852,GAPFF,50.0
3250947,PZRIF,25.0
615408,CGNX,45.0
2614573,RH,25.0
1534391,LPPI,20.0
2398993,GEMNF,20.0
326941,TRBAB,50.0
4272976,EIGI,45.0
2686410,CNBZ,40.0
986463,RLMD,35.0
699632,CCNE,40.0
645371,POTRF,15.0
2944796,AQQSQ,60.0
861120,BRG.PA,60.0
2415377,STLQF,45.0
3420136,NFI.,20.0
3058544,LKQ,25.0
153731,HL.PB,15.0
692031,AVOA,10.0
1414172,SHGP,10.0
2601048,BDGC.,15.0
4148857,SSNF,40.0
2511835,GPMTF,15.0
3179137,BSCA,40.0
2505561,CMD.,15.0
1138375,ONCE,35.0
213620,MIK,25.0
1430429,EDIT,35.0
1358343,SRL.,15.0
1314149,MRGE,10.0
2948077,SANT,45.0
3050498,RPFG,40.0
515987,LNN,20.0
2376907,MURZY,20.0
3293741,BGI,25.0
562814,BMO.PR.R,40.0
3514634,IMTC,45.0
4364991,BDOUY,40.0
3867489,SRCRF,15.0
2437124,AVRTF,15.0
2352699,OCPNY,35.0
38797,BCE.PR.F,50.0
3565523,SUMR,30.0
2312105,IESC,20.0
1519098,EROX,30.0
329550,UGI,55.0
2452426,EXCH,40.0
4299876,OGZPY,10.0
693339,IBTX,40.0
1571715,ECN.,40.0
54111,BP,10.0
1679754,FSFF,40.0
2732159,GESI,55.0
3050247,PRSC,35.0
1747148,ONPH,35.0
4375998,OCANF,15.0
2339571,AJINY,30.0
1607348,ROYL,10.0
484787,MGM,25.0
441175,TEFOF,50.0
3417447,AQARF,15.0
214122,MPAD,45.0
3183496,NDXFF,15.0
4170377,WAGE,20.0
2497761,AGG.,15.0
2510777,MIX.H,15.0
3828578,AZIL,40.0
757483,ARTH,35.0
3991009,CLDT,60.0
3680737,BCOM,50.0
659885,HCFT,40.0
2151197,CWCO,55.0
2637029,SYTE,40.0
633679,JCOUF,30.0
2046119,VCNX,35.0
1029845,LBRDK,50.0
3252316,KABDF,45.0
1672931,NIHK,45.0
2759610,WTECQ,40.0
364404,SRSCQ,25.0
4033440,OSN,15.0
2848528,ODX.H,15.0
3885572,BUDZ,35.0
3018438,ROCAF,15.0
3576982,PMCCF,15.0
810965,FLGC.,45.0
1461353,FWONK,50.0
4249372,CPMMF,15.0
4251537,NCX.,15.0
576497,ING,40.0
3271591,UA,25.0
2452175,EXN.WT.A,15.0
3813199,NEV.,15.0
894816,OXBR,40.0
876013,CBPX,20.0
2711624,TLRS,15.0
3831725,REPCF,35.0
3720120,LYD.,15.0
904985,UMCN,40.0
4124977,NMED,45.0
2121104,IPXL,35.0
2118499,TGTX,35.0
4248447,AXGN,35.0
533724,AGM.PA,40.0
201793,MG.,25.0
1311006,BGC,20.0
2170050,PROV,40.0
1388043,AC,40.0
1811723,CGOL,15.0
3135293,RLBS,40.0
662465,ATNM,35.0
2786473,EBMT,40.0
755566,FNJN,45.0
3821799,SIXD,45.0
3060848,MEQ.,60.0
3260437,ROLL,20.0
916690,FIVN,45.0
1076966,NVRO,35.0
1280140,MJCO,45.0
2175288,HLAN,40.0
3270451,CROX,25.0
969793,ABDC,40.0
2784903,OROXF,15.0
2701830,ECPG,40.0
1175384,PJT,40.0
2174033,STRA,25.0
2180197,CRWE,50.0
3024545,GRRB,40.0
2998242,TCBIW,40.0
617819,SABK,40.0
14818,AIG.WS,40.0
412711,IOR,40.0
1972586,CHKKF,15.0
3549964,ZGSI,15.0
3124328,CWX.,20.0
3919113,TWO.PA,40.0
1115965,NU.,30.0
2944545,LQMT,15.0
1938600,OSS,45.0
2404242,AOTVF,15.0
397055,LAKE,25.0
1321239,PMTS.,45.0
212365,MEI,45.0
770644,DSS,20.0
937716,SDPI,10.0
3358770,EMDF,35.0
660136,HCFT.PA,40.0
676179,FFBC,40.0
624694,FXFLF,40.0
1160476,ENR,30.0
4278455,KES.,15.0
392788,ARWD,20.0
2179340,GACR,25.0
788866,VEND,20.0
2812615,KNG.,15.0
2761567,VVDB,20.0
2197736,FORR,20.0
4373659,PXSLY,35.0
3050759,CRH.,35.0
4266253,ILUS,50.0
2758622,OCPFF,15.0
3126869,HTGC,40.0
800962,VB.PR.A,40.0
3651011,REHB,15.0
4099917,ZEN.,15.0
2195794,VEON,50.0
3643456,CPIX,35.0
3112183,OEDVQ,10.0
3567879,CYRP,45.0
3202651,XAN.PC,40.0
1931195,BBKCF,45.0
852044,TIIAY,50.0
4392460,LXFR,20.0
934704,PAYC,45.0
3116055,PSEC,40.0
291994,SNE,25.0
949395,LCUAF,25.0
747906,CZNC,40.0
474217,ONEX.,40.0
2258636,MBAIF,25.0
3231202,JRVR,40.0
2637793,NCRA.1,30.0
3121000,MNKD,35.0
4455565,AGHEF,35.0
1229764,TTCM,45.0
1490161,GXU.,10.0
4396728,SHWGY,35.0
2774428,PPL.PF.A,10.0
553609,AKRFF,45.0
3714072,JUHL,55.0
2591221,CRAI,20.0
430423,BRY,10.0
2296995,ACCR,45.0
1205819,PAVM,35.0
3158457,CVALF,35.0
3682005,GFGU,45.0
470309,FRC.PD,40.0
3554121,ROYE,10.0
2891888,USEI,20.0
3806973,QNCCF,45.0
3458361,WEYL,45.0
668677,NSEC,40.0
3854111,AURM,15.0
100030,DEWY,20.0
342304,VSH,45.0
2542871,COECF,10.0
2288877,ISBH,30.0
183814,KAMN,20.0
1638285,VIAV,45.0
1758522,ZYME.,35.0
1118532,NNFC,45.0
1771235,CRCW,45.0
2963463,TYP.,15.0
4219587,RSASF,50.0
273903,RET.,25.0
2270797,MBAY,25.0
3385137,TXSO,10.0
1752966,COF.PF,40.0
875762,LADR,40.0
4119658,BFGC,15.0
3704142,TNK,10.0
3163152,PVBK,40.0
3171532,IGPG,10.0
2584233,ABEPF,15.0
1506,AVX,45.0
4302136,SVJTY,15.0
3541242,HF,60.0
2724780,MFC.PR.J,40.0
2387906,REMYY,30.0
2655933,SPIN,35.0
1357443,ARA,35.0
1599095,RHUHF,20.0
1838843,AEX.,15.0
2879098,ACAD,35.0
4460018,ASLN,35.0
766704,FTNW,20.0
2349188,PSO,50.0
2695233,PNPFF,40.0
2828137,3IBUYA,45.0
4438380,WIZP,35.0
67171,CASY,30.0
994619,TTS.,15.0
3022506,ORSUF,15.0
3668068,ENV.H,15.0
3156951,PIF.,55.0
2673703,CZFC,40.0
1286315,BTX.WS,35.0
3005416,HYSYF,15.0
224142,BAC.PC,40.0
3004419,EEQ,10.0
4224775,QUTR,35.0
252287,PKDSQ,10.0
624728,FFH.PR.C,40.0
2605011,MPC.,60.0
1607097,LW,30.0
3413726,LBHRD,15.0
94417,CFR,40.0
1805696,PCMI,45.0
884545,BFLD,50.0
2228985,GMZP,25.0
299487,SCL,15.0
2391418,HEINY,30.0
320647,GL,40.0
2634255,BP.,50.0
2502388,SNUYF,10.0
6038,AEM,15.0
2295763,PHLI,30.0
1639945,IDEA,40.0
2473495,LRCFF,15.0
2480519,FL.,15.0
1413670,ACIA,45.0
1303611,INTZ,45.0
715735,TSC,40.0
1476663,IGP.,30.0
45298,RFP.,15.0
1039799,UNIB,40.0
1204861,PUB,40.0
3040743,CERV.,20.0
3390519,CTI.H,10.0
342806,VOLAF,20.0
1185619,NORSB,50.0
2148185,AMFC,40.0
286257,SMTC,45.0
1235996,AMRH,45.0
3339592,MRIB,25.0
2990920,SNST,40.0
1744381,CVTI,20.0
1623775,CBL.PE,60.0
2874830,IMTL,45.0
3613523,GMEV,50.0
4380375,TRTN,20.0
974974,OPW.,15.0
2279316,CJIMF,15.0
1008801,HRH.,10.0
1854716,TRST.,35.0
3881050,TBNK,40.0
211081,MDPEB,50.0
3082778,CWSRF,35.0
1073661,MRT,60.0
3382857,CBBT,35.0
553107,CRHCF,15.0
3082527,MJNA,35.0
2367635,SAFRY,20.0
3756078,PXCE,10.0
289269,SKY.1,25.0
3866485,NTEK,50.0
4101780,GWR.,55.0
1984433,RCUS,35.0
3026482,TKRFF,15.0
1404716,FTV.PA,20.0
2609324,FXLG,40.0
3244354,AIM.PR.A,50.0
3037734,LLLI,20.0
4437125,KTOV,35.0
932720,CGC,35.0
3018689,WSFL,40.0
843815,CWH,25.0
950108,CGECF,50.0
1274444,PLNT,25.0
2002946,STXB,40.0
3207977,JERT,40.0
3175190,AMRU,50.0
4424215,RKNEF,45.0
3322750,NUAG.,15.0
2360608,SKBSY,20.0
2945308,UMGP,50.0
1593289,CCA.,50.0
1882998,ALNA,35.0
243172,ODC,30.0
3499973,NRBC,40.0
714982,HCCA,35.0
1575825,ALL.PC,40.0
4094957,KRR.,15.0
494855,PARD,35.0
2093472,ATEA,45.0
1433399,CRVS,35.0
240383,USAE,20.0
1476161,COE,25.0
3867238,GLXZ,25.0
1287756,VRTSP,40.0
29733,PTVCA,40.0
311408,TRC,60.0
1333194,ASGN,20.0
1666033,APEN,35.0
2046005,ESTA,35.0
2713923,FLWS,25.0
1970577,EEVVF,30.0
1675441,HVBC,40.0
4061978,MAE.,15.0
3280741,BRPHF.1,35.0
2917323,BGEPF,30.0
3675460,DNG.,15.0
2922995,ABG,25.0
4194168,PNC.B,50.0
2588589,BTSR,45.0
198268,FACO,40.0
541003,FMCKI,40.0
3399714,BLMN,25.0
4263273,ECOP,20.0
3988875,ATHOF,10.0
3921833,COWN,40.0
2096164,ENCS,20.0
2528565,OR.,15.0
3528257,REED,30.0
4232351,GNYPF,15.0
3153422,TEAR,35.0
2063844,OSMT,35.0
4065057,SODA,25.0
4445137,APEMY,15.0
4044892,ALQA,35.0
4341589,VLPNY,15.0
2352197,TUIFY,25.0
471958,AKRXQ,35.0
189736,LYTS,20.0
2764857,LQWC,30.0
959063,GWGH,40.0
4348297,TLSA,35.0
3373924,DV.,15.0
919516,PEEK.2,45.0
831539,DTLA.P,60.0
2284352,AMG,40.0
2570996,CLKXF,25.0
422953,CDR.PB,60.0
1248524,HIT.,25.0
2813983,MRVL,45.0
4251181,COL.,15.0
3122952,GPT.PA,60.0
185433,KATYQ,30.0
528362,CVRR,10.0
3629462,SBM.,35.0
3687617,CIM,40.0
2673954,ETM,50.0
2209164,RIVT,20.0
3948123,TNAV,45.0
278816,RGLD,15.0
592358,TD.PF.D,40.0
2388408,INTHY,50.0
341045,VCON,45.0
3436169,AVE.,10.0
628396,GWO.PR.H,40.0
979744,VEC,20.0
476476,SJR,50.0
46055,BRC,20.0
3193427,NM,20.0
3366324,MPO,10.0
2628313,SRFDF,15.0
1645369,DCF.,40.0
585133,RBS.PS,40.0
2203600,SCBS,40.0
4033942,DNAX,30.0
1395262,NXIFF,45.0
1220366,RTKHQ,15.0
2197726,VCMP,45.0
2953334,ATCV,15.0
1174121,ETSY,25.0
2263985,CAC,40.0
2970000,TA,25.0
2556501,SAY.,20.0
1547904,ASIX,15.0
154735,HELE,25.0
4234116,TCGP,40.0
679526,KND,35.0
1366171,LAZY,25.0
1542705,RPRX.1,35.0
2190884,3SNNT,45.0
2082652,GLDN.,15.0
1225682,GNL,60.0
4242881,STRXF,10.0
599913,UFGSY,40.0
2421400,VRXWF,45.0
2522121,RVTI,10.0
3352455,CUBI.PF,40.0
3940308,FNGN,40.0
128153,FCNCB,40.0
1119974,APHA.,35.0
4155249,SQNS,45.0
1721947,MULE,45.0
2198238,SUQU,45.0
526852,SVCTF,40.0
3219992,MDLXF,15.0
322404,TNLX,45.0
946593,OBNNF,15.0
3947301,VNLEF,10.0
4063594,TAL,25.0
758738,CFIN,40.0
2964339,ORBN,40.0
3950582,CBIA,35.0
4174790,SMBZF,10.0
4003329,TCN.,60.0
1721445,KB,40.0
187728,KMB,30.0
2365125,SNY,35.0
433355,CAL.,15.0
3923352,ARR.PB,40.0
351382,WN.PR.A,30.0
245188,OTTR,55.0
3644962,GOM.,15.0
970295,LIMAF,25.0
1665782,JNCE,35.0
3614527,NVES,35.0
1706340,TELL,10.0
2043471,OSI.,15.0
1990449,META.,30.0
2816242,SVTLQ,45.0
1349295,PESI,20.0
2284101,SBBX,40.0
331307,AEE,55.0
2435855,CRF.,15.0
3942387,RAREF,15.0
939881,GLOP.PC,10.0
4069515,HRZN,40.0
4104217,RTEGF,15.0
2238099,CDYCF,15.0
2131256,APRI,35.0
4401983,GFA,25.0
726112,DPSM,45.0
1482623,TKXHF,45.0
4062480,PGLC.,15.0
1792775,UNLA,50.0
2778346,NCU.,15.0
3769999,GRAT.,15.0
1854924,HBB,25.0
1352068,CCTR,45.0
2844767,MLRKF,15.0
3282897,SFORD,45.0
3112438,KDNG,15.0
3389290,RRENF,10.0
883139,FPI.PB,60.0
3205258,EQTY.,15.0
2414306,PBMLF,15.0
1192104,HZN,25.0
2233043,SLP,35.0
2075705,BFCH,45.0
1624026,PTN,35.0
2456719,HRL.,15.0
1700945,AGO.PE,40.0
1505981,FHB,40.0
711616,BKUT,40.0
443634,VIAC,50.0
1348081,GTLS,20.0
2959728,TNP.PB,10.0
2186209,INII,45.0
970819,LGT.A,20.0
706920,BURCB,20.0
1030347,AMGY,20.0
1844321,GNPX,35.0
951368,IBXNF,35.0
671451,SOV.PC,40.0
364153,OVV.,10.0
3052116,SBST,40.0
248388,PPG,15.0
1206070,PAVMW,35.0
4330108,CCHGY,30.0
3339341,SNCR,45.0
2736428,AKAM,45.0
3481561,PGE.,15.0
2342913,HDELY,15.0
1228246,GPP,10.0
4335129,AONNY,30.0
3488321,GSPE,10.0
279820,PGNT,45.0
1307147,CACC,40.0
3999862,HPTY,10.0
3768152,MRC,20.0
4033691,HZNP,35.0
4385528,EQB.,40.0
4270806,AURX.,15.0
3844264,LIWA,20.0
2687689,BERK,40.0
220206,INTG,60.0
3844766,ORZCF,15.0
4314648,CHEOY,35.0
344439,VULC,15.0
689804,GFGVF,35.0
1583969,THRM,25.0
933975,CCBG,40.0
400614,JEC.,10.0
729447,DMLRY,25.0
3476092,BYRN,20.0
2841323,BCDMF,50.0
196260,LNC,40.0
3271089,SPWR,45.0
912536,WTBFB,40.0
770142,THFF,40.0
2376656,POAHY,25.0
3898291,GCAP,40.0
1398192,PRHRQ,10.0
2890927,PTM.,15.0
1486893,SYRS,35.0
696551,CMXC,35.0
4337137,RDY,35.0
1611144,JAGGF,15.0
2150695,WAKE,40.0
1556282,CRSP,35.0
1975321,PRPL,25.0
718255,AXIM,35.0
300839,PSA.PU,60.0
1728443,YEXT,45.0
256805,DFCO,20.0
4266504,BICX,35.0
2134521,PAYD,45.0
800711,VB.,40.0
309841,SIMC,45.0
429014,GNCMA,50.0
2275327,EWRC,50.0
2788874,SGMO,35.0
536485,FMCCI,40.0
2751594,SPK.,10.0
3409906,PHIO,35.0
261329,PBI,20.0
2736177,GREN,15.0
1261399,SYNI,35.0
3223723,MLNZF,15.0
580094,RYLBF,40.0
2210327,PFTI,25.0
3909758,ZMTP,45.0
3680988,ERGO,30.0
3514383,ICO.,35.0
4213502,YGYI,30.0
1795094,KML.PR.A,10.0
75175,CBB,50.0
863770,ALV.,10.0
192746,LEE,50.0
2688210,NPNTQ,45.0
2869329,LRT.UN,60.0
1238809,HWC,40.0
4133630,RLJE,50.0
4395975,MTL.P,15.0
109349,KODK.WA,45.0
1681241,SCSC,45.0
2337815,COIHY,15.0
2393621,CTORF,50.0
1463544,GEMP,35.0
3313842,TX,15.0
2564330,TSYI,20.0
2847256,RCHTF,40.0
426325,BBL,15.0
823506,OPVS,45.0
2887029,TNP.,10.0
654631,SURP,20.0
3716281,CEXE,25.0
2139654,CSGS,45.0
1679986,NNBR,20.0
696008,DRIOW,35.0
2413051,ICM.,15.0
2686661,ISSFF,15.0
3605491,FRO.UN,60.0
3810223,PX.,15.0
2769613,DBOXF,25.0
25245,ACLTF,55.0
3809972,PGXPF,15.0
2697532,SBAC,60.0
2864322,BKMU,40.0
4339117,DCMYY,50.0
2420645,BAR.,15.0
4287077,FGROY,20.0
3733998,KALY,35.0
2661052,VVIT,55.0
566569,CM.PR.S,40.0
974972,OPWEF,15.0
1177245,CAFD,55.0
2322830,QST.,10.0
3249190,BURG,25.0
3258847,ATCO.PE,20.0
4339619,EVTNF,20.0
1555278,BBRW,20.0
2609575,MSTR,45.0
3071053,AEL,40.0
881633,OGS,55.0
826181,MNBC,40.0
2503241,RJ.H,10.0
2641312,EMAN,45.0
3915550,PKTEF,20.0
2262329,WALKQ,25.0
2688254,LPNT,35.0
1153103,XHR,60.0
3691855,CCCL,20.0
2666664,CVSC,35.0
1407357,GLD.,15.0
425211,GGD.WT,15.0
2076385,RBZHF,25.0
3128884,MICT,45.0
2756551,MIR.,35.0
533222,AGM.A,40.0
1586981,SUBCY,10.0
373055,QMED,35.0
3794137,ILG,25.0
101285,DDS,25.0
1374678,BME.,15.0
1651934,TH.,35.0
2375420,CGEMY,45.0
3814454,FRE.,15.0
2619454,RSG,20.0
4443587,CNHI,20.0
115183,EQT,10.0
3226876,FRSB,40.0
2366129,ESLOY,25.0
1259391,TOT,10.0
3031075,PCLI,45.0
4310906,MRPLY,25.0
3002901,VTTH,45.0
2592457,LHO.PI,60.0
293423,SO,55.0
360414,FNCX,50.0
56123,FRTN,45.0
2996987,ENLK,10.0
290628,KEY.PJ,40.0
2620223,PFBX,40.0
2674707,SRAFF,15.0
28478,BTI,30.0
2230638,BOLIF,15.0
3899302,ADL.2,10.0
3521685,MLCO,25.0
3555125,MPIR,20.0
913314,PRGBQ,35.0
681197,NVEE,20.0
3922586,MXRSF,40.0
727618,BYBK,40.0
167017,IMMU,35.0
1240677,PRN.,35.0
1856430,KVMD,35.0
776397,IOUFF,40.0
1773452,REAL.,60.0
3117916,BIRMF,20.0
2435604,NSAUF,15.0
1509608,PEH.,10.0
569897,BNS.PR.H,40.0
3565482,RLOGQ,20.0
3508462,PBSV,35.0
2241911,PCG.PG,55.0
2070681,ALDE.,15.0
511710,JRJRQ,25.0
1977863,VLCJF,15.0
3341915,AZX.,15.0
2186924,PEGX,25.0
3201432,CEQP.P,10.0
2912962,EXNT,10.0
1846689,ACHV,35.0
3187128,LPBC,40.0
4256461,VAC,25.0
3970601,MGG.,15.0
2119252,MSM,20.0
2905962,QQ.,25.0
2996226,WYPH,35.0
2628054,DMEC,10.0
2096676,SHO.PF,60.0
3798550,JBT,20.0
2368639,SBGSY,20.0
641606,WSCO,20.0
2417838,BRKL,40.0
1863144,ADIL,35.0
2396320,ABCFF,15.0
2652854,RRRI,40.0
3137111,PAY.,45.0
2950557,CZNL,40.0
3207549,BLDR,20.0
490563,SSP,50.0
2056123,CRK,10.0
741856,AMTPQ,40.0
3418200,PGM.,15.0
3707174,ETHOF,15.0
2728011,IVHI,35.0
643363,HGKGY,55.0
839511,BANJ,25.0
2626297,LSFG,40.0
1603981,MDCN,35.0
2128487,PHLH,35.0
777500,EQX.WT,15.0
2077784,VTX.,20.0
1043578,CVRS,35.0
2712632,PRFT,45.0
2652892,DNX.,45.0
159707,HPHWQ,35.0
3148119,OOGI,10.0
3688946,ORRLF,15.0
2960481,TNP.PE,10.0
669932,EXCC,45.0
2213696,ELP,55.0
2908194,BAFI,40.0
125643,CLBS,35.0
3350313,GOGO,50.0
2362365,HINOY,20.0
3359272,QWTR,55.0
166766,TLGT,35.0
3378098,INLX,45.0
3587359,LLNW,45.0
530252,RVVQF,20.0
786659,GKNLY,25.0
2567221,TGR.,15.0
2789125,EXEL,35.0
4353046,MTCPY,20.0
3188163,LAZ,40.0
4077068,RIOFF,15.0
970547,LNR.,25.0
430171,PHTO,25.0
2448331,ELTP,35.0
2128488,HRBR,35.0
1160978,NXRT,60.0
971838,HLOC,45.0
12308,ABLT,15.0
42062,BRK.B,40.0
4396226,AMSSY,45.0
2143420,FRGY,10.0
4385494,EQGPF,40.0
2076399,CRDL.,35.0
4230609,GG.,15.0
786262,PAGP,10.0
3615457,TRL.,50.0
1126913,SPCO,30.0
4210252,PYR.,20.0
337782,UVV,30.0
1794409,MENB,30.0
2500663,RGD.,15.0
743111,BLUE,35.0
2136780,USAT,45.0
4433364,EC,10.0
189987,LXU,15.0
3221545,MNAP,10.0
4114591,FBNK.1,40.0
2790617,SINA,50.0
413718,KTGDF,15.0
3742484,CLDX,35.0
3087074,OXSQL,40.0
3934334,HGSH,60.0
874005,BCF.,40.0
1315404,RACE,25.0
3131496,ECXJ,25.0
4261955,AVO.,45.0
3757787,CDNA,35.0
409387,TFCFA,50.0
159205,HNI,20.0
4309149,HNGKY,60.0
4342593,GARPY,30.0
2078256,PHBI,35.0
3169338,OLGXF,35.0
3731940,RGM.,15.0
2020594,FSNNQ,45.0
2666413,IVF.,45.0
3075338,WFTSF,10.0
3725721,AACG,25.0
3289372,EGTK,10.0
2418089,DRRSF,15.0
631922,LB.PR.J,40.0
4019075,ANFC,10.0
2554962,DMR.,15.0
1214688,REGN,35.0
4274252,CPRI,25.0
465992,AREM,15.0
2570908,TRB.H,55.0
2235981,FRFC,40.0
355900,FL,25.0
3996081,XYLTF,30.0
4374161,JHG,40.0
3234422,COTQF,35.0
626064,FFH.PR.D,40.0
2751551,ZPCM,25.0
3222298,GTT,45.0
238516,WFC.PT,40.0
289373,AOS,20.0
3023541,MMTV,50.0
201040,PDL.,15.0
2161395,MCPB,55.0
909001,ARAV,35.0
1608131,ARWR,35.0
2916570,CMFO,30.0
1741871,TOCA,35.0
3417196,ULTRF,20.0
3399212,KBSF,25.0
3542748,ESGRP,40.0
3464385,ARMZF,15.0
2946814,LNKG,45.0
4448493,APOP,35.0
2164789,SHERF,15.0
900965,RUBI,25.0
2487088,GRJVF,15.0
1389213,WINS,40.0
3228324,MRZLF,15.0
1729657,PNBK,40.0
172657,IBM,45.0
626853,FFH.PR.H,40.0
2741766,FSI,15.0
538995,FMCCO,40.0
2724278,MFC.PR.H,40.0
3267184,OCSM,30.0
1408624,AGR,55.0
3284012,AIERF,15.0
1954974,HMI,45.0
427078,GOOI,15.0
3177123,PBH,35.0
1471758,GLDT,40.0
2884770,AMX,50.0
3520446,PTMN,40.0
3981477,NWHUF,60.0
246192,OC,20.0
3455693,SOPK,50.0
3959649,ONSS,15.0
4441642,LYB,15.0
4084103,EGL.,10.0
2615976,CLPE,45.0
2806093,STHI,25.0
615910,PBCT,40.0
718782,INO.UN,60.0
543667,AGRS,30.0
1293177,CLTY,45.0
1626285,IPOOF,10.0
2365376,MEGGY,20.0
4804,AE,10.0
1297237,KOPN,45.0
1931697,UCCPF,50.0
2000198,IEAWW,20.0
27725,AVP,30.0
3105961,PGGG,50.0
3117211,SGGC,35.0
215981,MSA,20.0
734479,ORXPF,10.0
1927936,QTRX,35.0
2217926,SBNCM,40.0
3429025,OPSSF,35.0
3910009,LSTMF,10.0
3165347,PBBI,40.0
4355743,DWHHF,60.0
3360276,GLOG.PA,10.0
3096333,VFF.,30.0
223183,BAC.WB,40.0
2690743,LOAN,40.0
4071179,BITA,50.0
2735675,SFST,40.0
2665158,HYBT,45.0
3909507,DXA.,10.0
1293428,GSTY,55.0
3816707,CBBLF,15.0
1549526,NSU.,15.0
4327097,TLSNY,50.0
1042493,USAQ,35.0
733224,PGLO,55.0
4371572,WYGPY,10.0
3728665,DTST,45.0
2384392,ASBRY,30.0
89426,CTB,25.0
652822,HMHC,25.0
842556,GAMZ,25.0
3852057,ADMP,35.0
769618,MBII,15.0
2685908,SVA.,35.0
3567132,BR,45.0
2892603,SYNA,45.0
1098836,AINC,40.0
2193186,CBD,30.0
1657956,PIXY,20.0
85828,CAG,30.0
2659989,SNBR,25.0
2403990,CHY.,10.0
4279800,TIM.,15.0
470058,FRC,40.0
2477513,ROC.,10.0
2621766,FMAO,40.0
2840046,VCYE,10.0
3055200,WZENY,50.0
1323247,WIRE,20.0
2650442,AGC.,15.0
2131005,NTAH,10.0
1114515,UTGN,40.0
930340,FREVS,60.0
2505017,MKZ.UN,40.0
4367748,RCEL,35.0
1155266,CGAM,25.0
1145915,PRKI,50.0
2553443,VIO.,15.0
